,year,model_name,γ_map,log_marg,Wass_dist,q95,q99,q995,posterior_probability
0,1993,Exp_Weibull_continuous,0.008569225842476633,3553.02002771124,5.66112954930989,0.10059935107165074,0.28032260956933897,0.40470737872055906,3.440703703623072e-09
1,1993,Exp_Lognormal_continuous,0.005269130089906483,3506.335865974451,3.61429712335077,0.07326619311243121,0.1695745766028267,0.23064998799782188,1.8279884206279578e-29
2,1993,Exp_Log-Logistic_continuous,0.005824352463352781,3556.627458871911,2.573447196785341,0.0724348581115919,0.22834640844848764,0.3711669194217393,1.268629254173294e-07
3,1993,Exp_Lomax_continuous,0.007429971948009174,3556.83158805476,1.8908625581141218,0.07420553060910606,0.21599859678644862,0.33494060858174635,1.5559186968405715e-07
4,1993,Exp_Burr_continuous,0.007028985061284979,3555.86999027699,4.471728120454377,0.06236078320398519,0.145289646980018,0.20282513446545636,5.947990837883555e-08
5,1993,Exp_Pareto-Tail_continuous,0.010054531233577585,3550.2048520299295,11.945612893891408,0.08639844395474938,0.39662282347308064,0.7645930111266352,2.0607818036845513e-10
6,1993,Exp_GPD-Tail_continuous,0.007507380446793367,3555.7768792470615,1.9529153009797005,0.07530829293500574,0.2242778407435253,0.35155736100023205,5.4191688679649376e-08
7,1993,Exp_Inverse-Gamma_continuous,0.0064792462362921995,3556.6834721874584,2.673099769077954,0.07369820309577335,0.23795863057785027,0.389329812833239,1.3417172263143735e-07
8,1993,Exp_Inverse-Weibull_continuous,0.006894668154900294,3555.18359212974,3.8129156546964182,0.07596199225190503,0.2683357536170661,0.4593708524680551,2.994134897649793e-08
9,1993,Exp_Exp_continuous,0.07763205958222855,3489.585650076478,2.0789863897463583,0.06979874456192192,0.263194266381106,0.3473523690900038,9.715096195622543e-37
10,1993,Exp_Gamma_continuous,0.005958882575621858,3520.2443564365367,6.373618215971171,0.08295089060084138,0.1560458429139544,0.19037500464946788,2.0061070292643036e-23
11,1993,Gamma_Weibull_continuous,0.0644358391430272,3555.2145307660676,81.13164614532569,0.30389415428544453,0.5163435901067714,0.6143856978724216,3.088217233440802e-08
12,1993,Gamma_Lognormal_continuous,0.0834550107116706,3547.188240428609,1.6317456893108644,0.0666311450459034,0.24889672545214125,0.33095162166318914,1.0091000750166776e-11
13,1993,Gamma_Log-Logistic_continuous,0.0027614810086708653,3567.133366728974,2.4416780399271576,0.06911236027917766,0.20200374706291768,0.3176957363848487,0.004634389500505857
14,1993,Gamma_Lomax_continuous,0.009316466712308274,3567.2728109860127,1.8750079199674343,0.0746446460198058,0.2194376236275275,0.3419380334435118,0.005327855075266265
15,1993,Gamma_Burr_continuous,0.00798649285838201,3567.104508875998,5.33933808073468,0.07395257739517547,0.15550014609289065,0.20450059423637867,0.004502562243878195
16,1993,Gamma_Pareto-Tail_continuous,0.0123023842355653,3564.2564823901707,8.414556633672566,0.08198313139473612,0.3473125786968012,0.64677507793931,0.0002609621598567595
17,1993,Gamma_GPD-Tail_continuous,0.009495537915113806,3567.4816029228214,2.017117095749042,0.07552571901214833,0.22981154756962496,0.36410980897017,0.00656492227961703
18,1993,Gamma_Inverse-Gamma_continuous,0.007497706318445107,3567.086437277586,3.490786579508564,0.07034728355392872,0.22668231736133748,0.37025742471996637,0.004421924567593463
19,1993,Gamma_Inverse-Weibull_continuous,0.008063000654632254,3566.9241181765956,4.1540124264397695,0.07409184377138445,0.2616665994992218,0.44771937268706097,0.0037593870401017694
20,1993,Gamma_Exp_continuous,0.0771257126205797,3553.380308535114,1.6475613842952777,0.07073523988765373,0.2617731809095858,0.3445812524205394,4.933046948048776e-09
21,1993,Gamma_Gamma_continuous,0.07233205545803717,3557.6391772847082,1.6460188972843979,0.07724665351815929,0.26390907237328065,0.3546368532170163,3.489140402791451e-07
22,1993,Weibull_Weibull_continuous,0.04637145368084801,3557.117957092222,73.71389972822134,0.28274271812733787,0.529116306324795,0.6539742969380313,2.0718360824170918e-07
