,year,model_name,log_marg,Wass_dist,q95,q99,q995,posterior_probability
3,1997,Exp,9716.345296229814,86.42562146700273,0.12267948879603273,0.188588255774108,0.21697361668308673,0.0
4,1997,Gamma,10184.342013588694,64.08558010734635,0.14625620000084832,0.24390654725873245,0.2869843087846395,6.327258847576471e-283
5,1997,Weibull,10450.306767228396,47.40969719338567,0.14396549012348156,0.2661068110925597,0.32512640936753173,2.033482729430532e-167
6,1997,Inverse-Gaussian,9343.246893042586,55.88184256567148,0.18090061593959827,0.6227735997470567,0.9025323940024713,0.0
7,1997,Lognormal,10743.20766416853,8.334876427070855,0.15779879509914355,0.42037173685322954,0.6017435968498548,3.2619986266809485e-40
8,1997,Inverse-Weibull,10054.771818373645,15882.255016772138,0.959860746072015,14.187256078067472,44.78382048647046,0.0
9,1997,Inverse-Gamma,9173.80416910705,478906.50226085004,1.7056090229600527,64.16210507089714,305.9563120216312,0.0
0,1998,Log-Logistic,13829.135653293722,67.08329026334506,0.1550118514666844,0.5542408259255202,0.950037727857559,0.4893951972298245
1,1998,Lomax,13782.490600804143,16.73118906760049,0.141662584189827,0.3710085387758214,0.5443646854851015,2.7037765601499714e-21
2,1998,Burr,13829.178078867244,42.24371340079693,0.1462792348101285,0.4770631789648581,0.7831711027889408,0.5106048027701756
3,1998,Exp,12691.838895571089,97.02830027085396,0.12106524010538135,0.18610676234808204,0.21411862127942238,0.0
4,1998,Gamma,13116.056270252659,73.95472717582176,0.14052446909837663,0.23128964445797667,0.27117954380779424,1.00743837375606e-310
5,1998,Weibull,13408.073065323122,55.00546772808946,0.14006385423742693,0.251869887916405,0.30498377976248386,6.675767631806473e-184
6,1998,Inverse-Gaussian,11762.116527105502,82.49586220218974,0.17913619758394034,0.5914946416449481,0.8474611979832175,0.0
7,1998,Lognormal,13713.55836378524,16.814885880218878,0.15824205543668124,0.4099838962445434,0.5809258613370011,3.12665984507942e-51
8,1998,Inverse-Weibull,12689.33705800598,26488.5340135423,1.0410820434248542,15.360773174580117,48.45187229169684,0.0
9,1998,Inverse-Gamma,11515.528765513414,880310.620324634,1.807725736018934,67.21714074535052,318.92091925206245,0.0
0,1999,Log-Logistic,2471.9271780774425,12.26202013986523,0.1867732297192371,0.7133085675392584,1.2572713294228108,0.24881911613826885
1,1999,Lomax,2472.3987746492758,3.4372671371747905,0.16235989933896927,0.4508248064826499,0.679681526200482,0.39874525849229875
2,1999,Burr,2472.275319868685,3.581046964124168,0.16321840186329772,0.502734944244985,0.8004340136171061,0.35243562536943246
3,1999,Exp,2222.2797061698507,23.272048840766217,0.13967298966966213,0.21471140578642847,0.24702869256287635,9.448530568685017e-110
4,1999,Gamma,2342.373812687015,17.414437577214898,0.16446617491554477,0.2740296323236927,0.3223504489326968,1.3538546532308762e-57
5,1999,Weibull,2401.426472056446,12.893396927501225,0.16258764868967734,0.29953533501269053,0.3655743547535676,5.995372172867424e-32
6,1999,Inverse-Gaussian,2061.384705577513,17.842690765469037,0.20645107204253804,0.7582756988935729,1.1187429102853614,1.2576313342446155e-179
7,1999,Lognormal,2425.4188057588694,4.727671045033989,0.19405338950933587,0.5298349594988143,0.7653001706017616,1.575992994933168e-21
8,1999,Inverse-Weibull,2260.3174937733866,2582.7031673185743,1.3124071791135563,21.8429679396516,72.53324411276718,3.125831277689303e-93
9,1999,Inverse-Gamma,2034.3501822284343,53365.18444998422,2.605860817254463,126.1775664547533,670.8377167707434,2.2835421800509922e-191
