,sim,model_name,nobs,log_marg,γ_map,γ_true,cap005,cap01,cap05,cap005_true,cap01_true,cap05_true,posterior_probability
4,2,Inverse-Weibull_Lomax,2000,-1695.0015318865276,0.1554300542901542,1.5,-470.5179877748824,-327.8505529166397,-130.61276389134045,-171.59349954805944,-127.25263247425696,-54.30793233997974,7.436420729668451e-23
5,2,Inverse-Weibull_Inverse-Weibull,2000,-1712.059586338215,2.287629078612954,1.5,-523.5700605951077,-341.9906414864587,-114.09052660461084,-171.59349954805944,-127.25263247425696,-54.30793233997974,2.9049926135578076e-30
0,2,BMA,2000,,2.8108507978127735,1.5,-296.71715036509056,-207.1971612675571,-82.59341721982233,-171.59349954805944,-127.25263247425696,-54.30793233997974,
0,3,Weibull_Log-Logistic,2000,-1720.1643738988219,3.133142618130514,1.5,-270.2023278990251,-187.41024959331025,-74.29896132823264,-171.59349954805944,-127.25263247425696,-54.30793233997974,0.22892384275073094
1,3,Weibull_Lomax,2000,-1719.1542858001608,2.3451926894415305,1.5,-176.11399368360225,-132.0412344333224,-62.73437167862698,-171.59349954805944,-127.25263247425696,-54.30793233997974,0.6285889104200673
2,3,Weibull_Inverse-Weibull,2000,-1720.6385107828887,3.6552453805620257,1.5,-297.9969080571847,-209.95114230902053,-83.25837364147749,-171.59349954805944,-127.25263247425696,-54.30793233997974,0.14248724682920186
3,3,Inverse-Weibull_Log-Logistic,2000,-1804.3432298399255,0.12746201926399572,1.5,-4836.382658967615,-2741.14690033445,-791.660139810267,-171.59349954805944,-127.25263247425696,-54.30793233997974,6.328173813928641e-38
4,3,Inverse-Weibull_Lomax,2000,-1783.9904575809924,0.09596330598265043,1.5,-532.2618986069854,-362.26658693770275,-150.09211944220118,-171.59349954805944,-127.25263247425696,-54.30793233997974,4.3689299634838673e-29
5,3,Inverse-Weibull_Inverse-Weibull,2000,-1812.7180385777351,2.4837512440327907,1.5,-316.93224990614226,-206.36615066412466,-61.61853655747797,-171.59349954805944,-127.25263247425696,-54.30793233997974,1.4593019992482847e-41
0,3,BMA,2000,,2.7122390161711234,1.5,-215.01981761482307,-155.81769042699528,-68.30619051465374,-171.59349954805944,-127.25263247425696,-54.30793233997974,
0,4,Weibull_Log-Logistic,2000,-1652.9211950472286,3.196031693916573,1.5,-304.70472619549685,-213.03958463915117,-84.7645174231051,-171.59349954805944,-127.25263247425696,-54.30793233997974,0.07738962946975254
1,4,Weibull_Lomax,2000,-1650.4879721202333,1.4395304089912657,1.5,-186.44383290138254,-136.09568903069055,-59.27674241477306,-171.59349954805944,-127.25263247425696,-54.30793233997974,0.881897390938869
2,4,Weibull_Inverse-Weibull,2000,-1653.5635008821814,3.8764104008445748,1.5,-332.532609207977,-228.47166219010018,-89.42422382545992,-171.59349954805944,-127.25263247425696,-54.30793233997974,0.040712979591378574
3,4,Inverse-Weibull_Log-Logistic,2000,-1709.903480963427,0.3371557297629381,1.5,-1438.0279572401807,-907.7502892715039,-309.13125223077765,-171.59349954805944,-127.25263247425696,-54.30793233997974,1.385448630468964e-26
4,4,Inverse-Weibull_Lomax,2000,-1695.4447906930466,0.15168191774634335,1.5,-380.1487648872272,-269.55124631968977,-114.24038727981578,-171.59349954805944,-127.25263247425696,-54.30793233997974,2.6358447544003622e-20
5,4,Inverse-Weibull_Inverse-Weibull,2000,-1718.8578542328933,1.8748797128705272,1.5,-551.873649489816,-352.48021846439815,-107.79626434620474,-171.59349954805944,-127.25263247425696,-54.30793233997974,1.7895981735720523e-30
0,4,BMA,2000,,1.6746780379697421,1.5,-201.54370898247583,-145.8112497117614,-62.476625674081056,-171.59349954805944,-127.25263247425696,-54.30793233997974,
0,5,Weibull_Log-Logistic,2000,-1599.5586779444516,1.5629194082098543,1.5,-465.83084370138715,-308.50490721074783,-105.32963223774463,-171.59349954805944,-127.25263247425696,-54.30793233997974,0.2947467938486192
1,5,Weibull_Lomax,2000,-1598.9105396500784,1.463415965167787,1.5,-250.30700653478792,-174.15621112799246,-67.41231422179354,-171.59349954805944,-127.25263247425696,-54.30793233997974,0.5635493775680666
2,5,Weibull_Inverse-Weibull,2000,-1600.2910554410137,1.8746129472479185,1.5,-569.4529222415144,-370.5652698255088,-124.37015974132099,-171.59349954805944,-127.25263247425696,-54.30793233997974,0.14170382858331423
3,5,Inverse-Weibull_Log-Logistic,2000,-1670.176108590649,0.26566532909443946,1.5,-1335.7498478581656,-836.7799859073052,-276.5976174182217,-171.59349954805944,-127.25263247425696,-54.30793233997974,6.319586080740631e-32
4,5,Inverse-Weibull_Lomax,2000,-1654.6146520208592,0.0923175975538066,1.5,-430.12313804517936,-296.29748843621786,-115.44357363799247,-171.59349954805944,-127.25263247425696,-54.30793233997974,3.6219575208189137e-25
5,5,Inverse-Weibull_Inverse-Weibull,2000,-1680.8628585620038,0.7298585517332851,1.5,-950.0736838543874,-603.0050284350117,-200.99948524260247,-171.59349954805944,-127.25263247425696,-54.30793233997974,1.4437503144395896e-36
0,5,BMA,2000,,1.5510124726439942,1.5,-359.0561646699657,-241.58697414201012,-86.65946691630762,-171.59349954805944,-127.25263247425696,-54.30793233997974,
0,6,Weibull_Log-Logistic,2000,-1672.7929028981962,3.226891664509261,1.5,-346.21300634055535,-229.86650328264756,-79.4953849260667,-171.59349954805944,-127.25263247425696,-54.30793233997974,0.21420017090236043
1,6,Weibull_Lomax,2000,-1671.6904165964597,2.4067083284283743,1.5,-201.93434041200888,-145.01994083024604,-59.271739228530144,-171.59349954805944,-127.25263247425696,-54.30793233997974,0.6450947837909299
2,6,Weibull_Inverse-Weibull,2000,-1673.2131480319836,4.086956361171326,1.5,-365.1175534087078,-251.69920844499592,-92.00889836477931,-171.59349954805944,-127.25263247425696,-54.30793233997974,0.14070504530670983
3,6,Inverse-Weibull_Log-Logistic,2000,-1742.1837579117455,0.14659495539338724,1.5,-6466.910472924244,-3546.13301072936,-941.415555554466,-171.59349954805944,-127.25263247425696,-54.30793233997974,1.5658652492932018e-31
4,6,Inverse-Weibull_Lomax,2000,-1728.1805684016563,0.0804873533712069,1.5,-1064.576306298515,-677.318602565315,-245.77313978634365,-171.59349954805944,-127.25263247425696,-54.30793233997974,1.8891320641649106e-25
5,6,Inverse-Weibull_Inverse-Weibull,2000,-1745.6365561927362,2.232004433978204,1.5,-533.654486783132,-348.2923388471497,-117.55888816984788,-171.59349954805944,-127.25263247425696,-54.30793233997974,4.957048242352437e-33
0,6,BMA,2000,,2.818811114761776,1.5,-255.79955668946312,-178.20440019104825,-68.20993105269018,-171.59349954805944,-127.25263247425696,-54.30793233997974,
0,7,Weibull_Log-Logistic,2000,-1577.9986309074645,2.9182823863911476,1.5,-475.42426885227115,-318.26652782325954,-113.49699783265429,-171.59349954805944,-127.25263247425696,-54.30793233997974,0.09619726913051611
1,7,Weibull_Lomax,2000,-1575.8219421408533,1.6144975861077118,1.5,-271.6217280317753,-188.92423286502526,-73.18698348628803,-171.59349954805944,-127.25263247425696,-54.30793233997974,0.8481773359092579
2,7,Weibull_Inverse-Weibull,2000,-1578.5463920364468,3.784569951651545,1.5,-480.0540348409217,-316.7910661395987,-112.9053858894674,-171.59349954805944,-127.25263247425696,-54.30793233997974,0.05562539496022614
3,7,Inverse-Weibull_Log-Logistic,2000,-1641.6877997671834,0.08689096273873051,1.5,-7744.127800859286,-4239.232111217798,-1093.7356110006297,-171.59349954805944,-127.25263247425696,-54.30793233997974,2.105271690608665e-29
4,7,Inverse-Weibull_Lomax,2000,-1628.4590309592566,0.0657249597501657,1.5,-1286.802899360637,-818.5896272881943,-273.017017920153,-171.59349954805944,-127.25263247425696,-54.30793233997974,1.170818150005633e-23
5,7,Inverse-Weibull_Inverse-Weibull,2000,-1649.393212510411,1.6520563899320586,1.5,-808.7170012825068,-495.18426754563353,-150.9832606628168,-171.59349954805944,-127.25263247425696,-54.30793233997974,9.481780894816903e-33
0,7,BMA,2000,,1.860629255854502,1.5,-302.8211052892974,-208.4792515262927,-79.27404860588645,-171.59349954805944,-127.25263247425696,-54.30793233997974,
0,8,Weibull_Log-Logistic,2000,-1574.8566828348348,3.128286000463129,1.5,-604.9875015248163,-394.77488047053964,-144.9285680600658,-171.59349954805944,-127.25263247425696,-54.30793233997974,0.2287728589446597
1,8,Weibull_Lomax,2000,-1573.8935373915874,2.1291927572263694,1.5,-390.1435814290905,-276.6936640045624,-113.83698652638233,-171.59349954805944,-127.25263247425696,-54.30793233997974,0.5993675837305125
2,8,Weibull_Inverse-Weibull,2000,-1575.1427348477182,3.9835405951165193,1.5,-629.7109652286192,-418.53389816169454,-153.49702115208237,-171.59349954805944,-127.25263247425696,-54.30793233997974,0.17185955732482788
3,8,Inverse-Weibull_Log-Logistic,2000,-1637.452474094477,0.19335244719471276,1.5,-4509.868258301221,-2638.9514043745353,-740.1177415922539,-171.59349954805944,-127.25263247425696,-54.30793233997974,1.4941622683776761e-28
4,8,Inverse-Weibull_Lomax,2000,-1626.1146946334466,0.10013522144123307,1.5,-1273.5800149686813,-825.911119262509,-293.2538191843143,-171.59349954805944,-127.25263247425696,-54.30793233997974,1.2541018891739174e-23
5,8,Inverse-Weibull_Inverse-Weibull,2000,-1642.990312970988,1.711579091057632,1.5,-895.5552527650196,-573.310867549738,-186.16798850056435,-171.59349954805944,-127.25263247425696,-54.30793233997974,5.87956098469174e-31
0,8,BMA,2000,,2.676445573379988,1.5,-480.46598378552187,-328.0840413362419,-127.76585251721426,-171.59349954805944,-127.25263247425696,-54.30793233997974,
0,9,Weibull_Log-Logistic,2000,-1513.0069572128937,3.616024870964052,1.5,-537.5138968164223,-353.52247327793253,-124.37301404774958,-171.59349954805944,-127.25263247425696,-54.30793233997974,0.20789629613612715
1,9,Weibull_Lomax,2000,-1511.8948302560257,2.259597407607994,1.5,-356.79060078410316,-245.52284622820292,-93.79548647538019,-171.59349954805944,-127.25263247425696,-54.30793233997974,0.632175051470783
2,9,Weibull_Inverse-Weibull,2000,-1513.2692687987583,4.179668289839699,1.5,-582.7357431726297,-383.244110198619,-133.52768020190408,-171.59349954805944,-127.25263247425696,-54.30793233997974,0.15992865239308987
