,sim,method,nobs,cap005,cap01,cap05,cap005_true,cap01_true,cap05_true
13,13,best,250,-1147.829779215066,-644.2307501508617,-170.69248416470765,-151.23528817018322,-112.48527400129585,-47.509839309988706
13,13,BMA,250,-1039.6750543109251,-615.07123590687,-162.84063651662066,-151.23528817018322,-112.48527400129585,-47.509839309988706
14,14,true,250,-987.2136661075482,-533.1495636594702,-105.08175025999185,-151.23528817018322,-112.48527400129585,-47.509839309988706
14,14,best,250,-1155.6814621138583,-615.551731071058,-122.06351344363989,-151.23528817018322,-112.48527400129585,-47.509839309988706
14,14,BMA,250,-1405.5665322830785,-735.7436982498689,-136.00846246321285,-151.23528817018322,-112.48527400129585,-47.509839309988706
15,15,true,250,-6379.767577087038,-3329.1826651837036,-757.7001199548693,-151.23528817018322,-112.48527400129585,-47.509839309988706
15,15,best,250,-5255.856476979818,-2763.267373164197,-670.408254445769,-151.23528817018322,-112.48527400129585,-47.509839309988706
15,15,BMA,250,-3729.641535025353,-1946.4155164554252,-461.21688251567866,-151.23528817018322,-112.48527400129585,-47.509839309988706
16,16,true,250,-1181.2334472405716,-647.6600214254014,-145.31701517909374,-151.23528817018322,-112.48527400129585,-47.509839309988706
16,16,best,250,-1180.3671493874117,-631.8017931467153,-145.48005425340858,-151.23528817018322,-112.48527400129585,-47.509839309988706
16,16,BMA,250,-1961.9703118166533,-1051.561967731698,-227.36337800916064,-151.23528817018322,-112.48527400129585,-47.509839309988706
17,17,true,250,-768.1457224751633,-483.3559621549794,-168.91695973980592,-151.23528817018322,-112.48527400129585,-47.509839309988706
17,17,best,250,-92.28122624915073,-76.22191751398869,-46.743869081367436,-151.23528817018322,-112.48527400129585,-47.509839309988706
17,17,BMA,250,-194.5420851973003,-136.99567318718914,-64.05963098432623,-151.23528817018322,-112.48527400129585,-47.509839309988706
18,18,true,250,-1896.2694753803937,-1071.0655579775325,-287.8402756670552,-151.23528817018322,-112.48527400129585,-47.509839309988706
18,18,best,250,-102.08248332310329,-76.67679211165054,-32.038553448095826,-151.23528817018322,-112.48527400129585,-47.509839309988706
18,18,BMA,250,-516.5272482156316,-295.15318898312637,-68.27888808762995,-151.23528817018322,-112.48527400129585,-47.509839309988706
19,19,true,250,-479.0482882528536,-290.1387790953678,-75.46204919701938,-151.23528817018322,-112.48527400129585,-47.509839309988706
19,19,best,250,-24.187672274874963,-17.81972245418795,-1.0212153743908001,-151.23528817018322,-112.48527400129585,-47.509839309988706
19,19,BMA,250,-38.76526425899945,-28.14614963007104,-6.013909352935689,-151.23528817018322,-112.48527400129585,-47.509839309988706
20,20,true,250,-1743.1314618198958,-994.9843503248297,-278.94643859490884,-151.23528817018322,-112.48527400129585,-47.509839309988706
20,20,best,250,-126.383625208001,-97.90939325005398,-47.65750622040072,-151.23528817018322,-112.48527400129585,-47.509839309988706
20,20,BMA,250,-501.9598761976589,-298.0084073424787,-94.83012895360406,-151.23528817018322,-112.48527400129585,-47.509839309988706
21,21,true,250,-2174.859879102233,-1191.255608645762,-310.6054214419341,-151.23528817018322,-112.48527400129585,-47.509839309988706
21,21,best,250,-37.99753954200155,-30.88131024015763,-12.811051061880965,-151.23528817018322,-112.48527400129585,-47.509839309988706
21,21,BMA,250,-182.57390577422552,-115.06108834057278,-33.652357315461835,-151.23528817018322,-112.48527400129585,-47.509839309988706
